traffic_flow,share,speed,GRU_attention_traffic_flow_pred,GRU_attention_share_pred,GRU_attention_speed_pred
34.00000000000003,0.004299999999999998,69.2,40.81907653808594,0.0043562124483287334,67.6405029296875
23.0,0.0034000000000000002,68.6,43.96246337890625,0.004822246264666319,67.71121215820312
45.99999999999997,0.005600000000000001,68.2,43.4827880859375,0.004624038469046354,67.7376708984375
47.0,0.0068000000000000005,70.1,46.7637939453125,0.005087244790047407,67.80643463134766
45.99999999999997,0.005999999999999998,68.8,52.9013671875,0.00610388396307826,67.92577362060547
57.00000000000003,0.007100000000000002,67.7,55.045440673828125,0.006408024113625288,67.98478698730469
77.0,0.009500000000000001,68.9,57.36997985839844,0.006760470103472471,68.03091430664062
68.00000000000003,0.0085,67.6,65.749755859375,0.008137105964124203,68.18620300292969
69.0,0.008400000000000005,67.8,68.11991882324219,0.008585589937865734,68.21836853027344
73.00000000000006,0.0092,69.2,70.84136962890625,0.00909873191267252,68.2565689086914
72.0,0.008,68.3,76.52497863769531,0.010036726482212543,68.37242126464844
87.00000000000003,0.010700000000000001,68.7,78.80570983886719,0.010461055673658848,68.41069793701172
74.0,0.008800000000000002,68.8,85.18205261230469,0.011469784192740917,68.53209686279297
70.0,0.008800000000000002,70.1,86.9107666015625,0.011821717955172062,68.55896759033203
115.0,0.013700000000000004,69.3,89.9957275390625,0.01235476229339838,68.63046264648438
104.0,0.013000000000000001,70.0,101.59898376464844,0.014012026600539684,68.86699676513672
129.0,0.016899999999999995,69.8,108.41360473632812,0.015021567232906818,69.00914001464844
130.0,0.0177,69.3,119.99899291992188,0.016645193099975586,69.2320327758789
168.0,0.0232,67.8,127.92206573486328,0.01784393936395645,69.34003448486328
181.0,0.024,68.1,144.14073181152344,0.020268838852643967,69.48961639404297
189.0,0.023800000000000005,68.8,160.16928100585938,0.022652313113212585,69.58911895751953
184.0,0.0257,68.3,174.36585998535156,0.024701522663235664,69.65455627441406
207.0,0.0265,67.8,183.05072021484375,0.02619725652039051,69.55096435546875
147.0,0.0174,68.6,196.70303344726562,0.028361259028315544,69.42630767822266
181.0,0.0229,69.3,183.0343017578125,0.02692137286067009,69.1539077758789
206.0,0.0271,70.2,189.14163208007812,0.027765421196818352,69.146728515625
237.0,0.0298,70.3,205.0892333984375,0.029678966850042343,69.29486846923828
219.0,0.0275,70.6,227.8431854248047,0.032391540706157684,69.44963073730469
205.0,0.0261,70.2,234.15052795410156,0.033110469579696655,69.4621353149414
227.0,0.0299,70.2,232.11117553710938,0.032940976321697235,69.37104034423828
288.0,0.0371,69.7,241.18246459960938,0.034097909927368164,69.34991455078125
262.0,0.0338,70.3,275.86248779296875,0.038332223892211914,69.37674713134766
299.0,0.0393,70.1,283.1705322265625,0.03906100243330002,69.36550903320312
278.0,0.0361,70.4,306.59429931640625,0.04173737019300461,69.35297393798828
253.0,0.0325,70.4,308.8109436035156,0.0418124720454216,69.34530639648438
258.0,0.0344,69.8,298.0055236816406,0.04049214348196983,69.28767395019531
262.0,0.0343,69.2,294.35223388671875,0.04024939239025116,69.1447525024414
289.0,0.0396,68.6,292.61761474609375,0.04031815379858017,68.95475769042969
348.0,0.0464,68.9,305.9466857910156,0.04229879006743431,68.73751831054688
355.0,0.0471,69.2,343.67181396484375,0.04665517434477806,68.72607421875
342.0,0.0451,69.0,366.6015319824219,0.048894137144088745,68.78707122802734
396.0,0.0541,68.4,371.1977233886719,0.049214255064725876,68.7639389038086
444.0,0.0592,68.5,399.2984313964844,0.053008969873189926,68.51737213134766
450.0,0.0624,67.7,428.8149108886719,0.057315122336149216,68.23065185546875
531.0,0.0732,67.6,444.4398193359375,0.061022162437438965,67.62220001220703
533.0,0.073,67.7,467.72418212890625,0.06863965094089508,66.28424072265625
556.0,0.0764,67.7,474.712158203125,0.07239682227373123,65.51327514648438
528.0,0.0704,67.9,479.88623046875,0.07638707011938095,64.63408660888672
570.0,0.0796,67.0,477.62646484375,0.07525520026683807,64.8795166015625
543.0,0.07980000000000001,65.0,482.0711669921875,0.08109818398952484,63.42252731323242
542.0,0.0755,65.6,479.9461975097656,0.08619751036167145,61.83268356323242
519.0,0.0774,63.7,477.2915344238281,0.0850585475564003,61.99235153198242
525.0,0.07820000000000002,62.6,474.182373046875,0.08878077566623688,60.74236297607422
439.0,0.0658,62.6,471.0683288574219,0.09280698746442795,59.43414306640625
494.0,0.0985,56.3,461.5446472167969,0.08545482903718948,60.82560348510742
442.99999999999994,0.178,43.9,455.5298156738281,0.12068178504705429,51.568790435791016
380.0,0.19110000000000005,40.0,406.1304016113281,0.18427547812461853,35.704490661621094
423.0,0.16999999999999998,36.3,396.89520263671875,0.19046325981616974,33.77399826049805
438.0,0.20329999999999998,35.400000000000006,399.3060302734375,0.18409331142902374,34.791419982910156
442.99999999999994,0.1965,34.3,393.6097106933594,0.1887340396642685,33.53164291381836
344.0,0.19089999999999996,33.7,392.37158203125,0.1877383291721344,33.501529693603516
334.0,0.18429999999999996,30.79999999999999,385.015869140625,0.19354292750358582,32.0505256652832
353.0,0.18779999999999997,30.79999999999999,382.6549987792969,0.19359782338142395,31.837865829467773
389.0,0.1987,31.60000000000001,381.5286865234375,0.19263966381549835,31.86517906188965
383.0,0.2227,32.0,380.9982604980469,0.1915966123342514,31.951692581176758
320.0,0.19520000000000004,30.79999999999999,377.8458557128906,0.1949274241924286,31.281763076782227
250.0,0.1625,30.0,375.6048583984375,0.1953926831483841,31.081987380981445
386.0,0.18060000000000004,31.4,373.29803466796875,0.19500713050365448,31.010496139526367
463.0,0.2177,34.2,377.5941162109375,0.1871412694454193,32.302066802978516
400.0,0.19699999999999995,33.10000000000001,377.5378723144531,0.1876448541879654,32.22744369506836
388.0,0.1901,34.2,375.6899719238281,0.18879708647727966,31.966821670532227
315.0,0.16600000000000004,33.10000000000001,375.2519836425781,0.18794818222522736,32.05310821533203
358.0,0.1663,33.300000000000004,373.1523742675781,0.1885685920715332,31.862524032592773
491.0,0.195,34.4,375.9351806640625,0.18286757171154022,32.74248504638672
450.0,0.20729999999999998,32.400000000000006,382.208251953125,0.17386750876903534,34.31241989135742
364.0,0.149,33.00000000000001,376.46966552734375,0.18245753645896912,32.80628204345703
446.0,0.1846,33.300000000000004,379.1650695800781,0.1745726317167282,33.99235534667969
455.0,0.11229999999999998,37.7,380.30242919921875,0.1730985790491104,34.244049072265625
404.0,0.0765,44.9,380.9947814941406,0.08683986961841583,52.26187515258789
291.0,0.0419,54.1,367.0909118652344,0.06781594455242157,57.2340087890625
328.0,0.0481,58.7,355.507080078125,0.05782320722937584,60.224327087402344
356.0,0.0533,60.3,352.2330627441406,0.05375722050666809,61.976383209228516
310.0,0.0471,61.1,357.6636962890625,0.05316515639424324,63.13823318481445
397.0,0.0587,62.1,351.85943603515625,0.05091066285967827,63.93655776977539
533.0,0.09189999999999998,58.3,366.6668395996094,0.053361501544713974,64.55717468261719
361.0,0.0512,62.1,409.63775634765625,0.06917472928762436,62.168521881103516
328.0,0.0464,63.8,393.1235046386719,0.061171822249889374,63.995155334472656
364.0,0.0503,65.3,374.0911560058594,0.055033039301633835,65.0340805053711
321.0,0.0426,67.1,367.2394104003906,0.05235573276877403,65.72530364990234
369.0,0.0511,67.0,351.4139404296875,0.047809191048145294,66.44122314453125
372.0,0.0522,66.0,356.0023498535156,0.04835638776421547,66.75634765625
376.0,0.05,67.3,360.4202575683594,0.04959807172417641,66.7248764038086
377.0,0.0496,68.1,360.6488952636719,0.04932926595211029,66.95807647705078
409.0,0.0546,68.3,360.69464111328125,0.04897841811180115,67.21235656738281
400.0,0.0579,66.3,370.2719421386719,0.050876740366220474,67.26118469238281
309.0,0.0406,67.1,377.2784118652344,0.05342164263129234,66.8237075805664
277.0,0.0372,67.6,353.4004821777344,0.04822927713394165,67.21703338623047
296.0,0.0389,67.7,329.47540283203125,0.04347807914018631,67.48087310791016
361.0,0.0495,67.5,318.4499816894531,0.04163014888763428,67.57124328613281
295.0,0.0412,66.6,335.32763671875,0.04527308791875839,67.47662353515625
327.0,0.0435,66.9,323.82025146484375,0.043637000024318695,67.3717041015625
336.0,0.0439,68.3,324.135986328125,0.04411657154560089,67.29842376708984
305.0,0.0459,65.5,327.0069885253906,0.04441981390118599,67.4855728149414
302.0,0.0391,67.2,323.3707275390625,0.045023903250694275,67.01782989501953
310.0,0.0423,67.6,313.1185302734375,0.043068453669548035,67.14733123779297
331.0,0.0455,67.5,312.2242126464844,0.04290314391255379,67.2363510131836
296.0,0.0387,67.9,320.33758544921875,0.04445387423038483,67.23300170898438
328.0,0.0442,68.0,310.6359558105469,0.042539067566394806,67.37998962402344
270.0,0.0353,68.5,317.8333740234375,0.0438167080283165,67.42318725585938
262.0,0.0347,68.5,300.6279602050781,0.04055796563625336,67.61673736572266
312.0,0.0413,68.4,287.4622497558594,0.03833027184009552,67.7087631225586
316.0,0.043,67.5,298.7714538574219,0.040437474846839905,67.73194122314453
351.0,0.0465,68.0,308.04595947265625,0.04241940379142761,67.55471801757812
310.0,0.0423,67.3,326.5379943847656,0.04548212140798569,67.51041412353516
330.0,0.0431,68.3,321.2213439941406,0.04476798325777054,67.39472961425781
324.0,0.0445,67.2,323.5434875488281,0.04485703259706497,67.51246643066406
348.0,0.0469,67.2,324.8376770019531,0.04545867070555687,67.310546875
340.0,0.0466,67.2,334.2477722167969,0.047225095331668854,67.14759826660156
283.0,0.0382,67.1,337.0629577636719,0.04770451784133911,67.06846618652344
367.0,0.0499,67.2,315.302001953125,0.04401063174009323,67.13175964355469
332.0,0.0454,67.0,337.7159118652344,0.04783570021390915,67.00177001953125
362.0,0.0485,67.5,336.1567687988281,0.047499027103185654,66.96615600585938
399.0,0.0545,67.2,346.2268981933594,0.04882115125656128,67.01863098144531
289.0,0.0384,67.5,368.6984558105469,0.052503813058137894,66.83954620361328
314.0,0.0413,68.5,339.2226867675781,0.046876996755599976,67.2180404663086
353.0,0.0471,68.5,328.0458984375,0.04454842582345009,67.51667022705078
375.0,0.0515,67.2,339.5893859863281,0.04616035521030426,67.62542724609375
383.0,0.0517,67.4,357.6622009277344,0.04950614273548126,67.30936431884766
312.0,0.0424,67.7,368.70068359375,0.051299355924129486,67.1904525756836
410.0,0.0553,67.5,348.0733947753906,0.04754537343978882,67.4185791015625
346.0,0.0453,67.9,374.42022705078125,0.0521087683737278,67.18561553955078
365.0,0.0479,68.6,363.04754638671875,0.049727026373147964,67.4256362915039
309.0,0.0414,68.3,363.1771545410156,0.04926600679755211,67.64826202392578
412.0,0.0572,67.2,343.7043762207031,0.045921094715595245,67.81769561767578
324.0,0.0433,67.5,376.3331298828125,0.05206369236111641,67.30670166015625
363.0,0.0487,68.1,357.81884765625,0.0487181581556797,67.4827880859375
310.0,0.0424,67.7,360.5677490234375,0.04898601397871971,67.57038879394531
375.0,0.0515,67.2,342.994384765625,0.04616643488407135,67.63043975830078
393.0,0.0534,67.2,358.6774597167969,0.04925951361656189,67.3477783203125
431.0,0.0596,66.9,373.8682861328125,0.05198607221245766,67.13471221923828
364.0,0.0495,67.1,396.4176025390625,0.05639636516571045,66.69914245605469
458.0,0.061,68.0,384.05255126953125,0.05385548248887062,66.9238510131836
319.0,0.0425,68.3,406.9602966308594,0.05786511301994324,66.78352355957031
376.0,0.05,68.3,378.0162658691406,0.051549796015024185,67.50566864013672
285.0,0.0382,67.9,376.9305419921875,0.05121559277176857,67.62279510498047
406.0,0.0556,67.1,346.2980651855469,0.045879997313022614,67.86580657958984
401.0,0.0546,67.7,374.0159912109375,0.05148841440677643,67.35892486572266
417.0,0.057,66.9,385.6410217285156,0.05347888916730881,67.25236511230469
463.0,0.0637,67.4,396.7877502441406,0.05613147094845772,66.84931182861328
330.0,0.0448,67.1,415.8806457519531,0.060249730944633484,66.42362976074219
310.0,0.0422,66.9,388.1054992675781,0.05428093299269676,67.0157241821289
472.0,0.0644,66.9,361.4604187011719,0.04943658411502838,67.2752456665039
412.0,0.0555,67.7,404.10198974609375,0.05818566307425499,66.52129364013672
471.0,0.064,67.6,404.0455627441406,0.05761810019612312,66.74066162109375
387.0,0.0525,67.6,420.79620361328125,0.061463210731744766,66.32752227783203
384.0,0.0535,66.5,406.7046203613281,0.058075156062841415,66.75981903076172
426.0,0.0575,67.0,398.2818603515625,0.05698450654745102,66.63629913330078
507.0,0.0706,65.6,403.5727844238281,0.05830880254507065,66.4635009765625
503.0,0.0695,65.7,430.80413818359375,0.0667114108800888,64.9832763671875
397.0,0.05439999999999999,65.6,438.956298828125,0.07006926089525223,64.31163787841797
432.0,0.0615,65.4,421.0024108886719,0.06490244716405869,65.0491714477539
425.0,0.0577,66.0,419.866943359375,0.0651155561208725,64.9052505493164
438.0,0.0612,65.9,414.3466796875,0.06343699246644974,65.19110107421875
415.0,0.057,65.8,416.41729736328125,0.0641319528222084,65.07656860351562
467.0,0.0658,65.8,410.3314208984375,0.06267894804477692,65.22787475585938
431.0,0.0596,65.8,421.8409729003906,0.06601013243198395,64.74353790283203
429.0,0.0608,65.2,417.41387939453125,0.06483021378517151,64.89833068847656
350.0,0.0482,66.8,415.8165283203125,0.0650140792131424,64.71690368652344
331.0,0.0451,67.4,391.66900634765625,0.0581105500459671,65.7751235961914
435.0,0.0622,66.1,369.40362548828125,0.05255134031176567,66.51842498779297
451.0,0.064,66.0,394.7547912597656,0.05854867398738861,65.86831665039062
465.0,0.0658,65.9,410.48480224609375,0.06256191432476044,65.33024597167969
452.0,0.0634,66.5,420.5609130859375,0.06555717438459396,64.86279296875
357.0,0.0501,66.8,421.2812194824219,0.06548570096492767,64.96939086914062
353.0,0.051,65.9,398.9097900390625,0.059292424470186234,65.86326599121094
417.0,0.05979999999999999,65.6,383.843017578125,0.05625347048044205,66.03164672851562
406.0,0.0565,66.3,394.1250915527344,0.059178970754146576,65.57010650634766
433.0,0.0621,65.7,394.15673828125,0.058936405926942825,65.66804504394531
397.0,0.06040000000000001,64.2,404.2283935546875,0.06177949160337448,65.23095703125
374.0,0.0522,64.9,402.1184387207031,0.06274929642677307,64.66767883300781
331.0,0.0466,66.0,387.42431640625,0.05927736312150955,65.00484466552734
396.0,0.0562,65.7,365.2748107910156,0.05390913039445877,65.63967895507812
410.0,0.0592,65.5,374.7872619628906,0.05599147826433182,65.50907897949219
343.0,0.0492,65.4,386.2790222167969,0.05863597244024277,65.23619842529297
448.0,0.0635,65.6,369.9136962890625,0.05511583015322685,65.5
283.0,0.0408,65.1,394.6302795410156,0.060570064932107925,65.04348754882812
448.0,0.0643,65.1,359.6276550292969,0.05300131440162659,65.61617279052734
343.0,0.0496,64.9,391.3405456542969,0.06011950597167015,64.9892349243164
351.0,0.0496,65.3,374.7495422363281,0.05654314160346985,65.23699951171875
370.0,0.0505,66.4,363.65399169921875,0.054162293672561646,65.44632720947266
322.0,0.045,66.4,361.60504150390625,0.05314641818404198,65.7708740234375
343.0,0.0479,67.0,345.4120178222656,0.04972808063030243,66.07734680175781
296.0,0.0411,67.7,342.8091125488281,0.04888032376766205,66.31949615478516
330.0,0.0467,67.6,324.3795166015625,0.04497796669602394,66.72412109375
281.0,0.0389,67.6,327.29052734375,0.04537862539291382,66.85758972167969
285.0,0.0394,67.7,309.55328369140625,0.042139846831560135,67.03840637207031
232.0,0.0318,68.0,299.7513122558594,0.040509358048439026,67.14215087890625
268.0,0.0366,68.8,274.8965148925781,0.03623338043689728,67.30529022216797
302.0,0.0402,69.1,273.23004150390625,0.03591570630669594,67.51448059082031
250.0,0.0338,69.5,286.39019775390625,0.03792087361216545,67.7333984375
255.0,0.0328,70.1,274.3399963378906,0.035644613206386566,67.95164489746094
219.0,0.030100000000000002,69.5,267.943115234375,0.03437790647149086,68.18607330322266
251.0,0.0348,68.8,252.38951110839844,0.03192008659243584,68.2612075805664
232.0,0.030700000000000005,68.8,254.67141723632812,0.03267630562186241,68.22724914550781
233.0,0.030899999999999997,69.0,247.20240783691406,0.03164374455809593,68.23090362548828
252.0,0.0347,68.4,243.14337158203125,0.031128253787755966,68.26692199707031
288.0,0.0404,67.5,248.7954559326172,0.03239099681377411,68.2004623413086
222.0,0.0305,67.9,268.6868896484375,0.0361437164247036,67.96748352050781
218.0,0.0289,68.5,251.0904083251953,0.03334028646349907,67.9402847290039
229.0,0.030899999999999997,68.2,238.28204345703125,0.03127693757414818,67.9933853149414
210.0,0.0291,68.6,235.02731323242188,0.03097025491297245,67.97506713867188
187.0,0.0249,69.2,226.843994140625,0.029716812074184418,68.01919555664062
202.0,0.0267,68.5,213.84967041015625,0.027543269097805023,68.13594055175781
147.0,0.0441,62.4,210.2517852783203,0.027148975059390068,68.15279388427734
182.0,0.023800000000000005,65.0,200.07435607910156,0.028012175112962723,67.0522689819336
194.0,0.024500000000000004,67.9,189.55763244628906,0.026521757245063782,66.88033294677734
175.0,0.0235,69.0,189.7281494140625,0.026156287640333176,67.12471771240234
170.0,0.0227,68.7,185.4567413330078,0.02506694383919239,67.39447021484375
173.0,0.0224,68.7,180.6078643798828,0.024110527709126472,67.56096649169922
200.0,0.0267,68.6,178.26211547851562,0.02365604043006897,67.6971435546875
187.0,0.0249,69.1,187.01553344726562,0.025147724896669388,67.80923461914062
197.0,0.0258,68.9,187.9047088623047,0.025239601731300354,67.92707824707031
199.0,0.026299999999999997,68.8,191.6374053955078,0.025869907811284065,68.00631713867188
158.0,0.0212,68.6,194.65460205078125,0.0264115072786808,68.05352783203125
175.0,0.023800000000000005,68.7,181.5078582763672,0.024332426488399506,68.04562377929688
157.0,0.02,68.7,179.99790954589844,0.0241712536662817,68.07684326171875
153.0,0.02,68.6,172.0636749267578,0.022913556545972824,68.10350799560547
151.0,0.0198,68.5,165.9637908935547,0.021985387429594994,68.12462615966797
150.0,0.0194,68.3,161.36846923828125,0.02131565473973751,68.14392852783203
164.0,0.0216,67.8,157.64825439453125,0.020806781947612762,68.15233612060547
171.0,0.0221,68.9,159.49571228027344,0.021295735612511635,68.13198852539062
180.0,0.023800000000000005,68.6,164.59317016601562,0.02213464491069317,68.21958923339844
164.0,0.0213,68.3,170.8011016845703,0.023220155388116837,68.25899505615234
173.0,0.0227,67.8,168.03038024902344,0.02288961037993431,68.22831726074219
204.0,0.026299999999999997,68.0,169.04017639160156,0.023247353732585907,68.16571807861328
161.0,0.0214,68.6,181.91688537597656,0.025446096435189247,68.16677856445312
156.0,0.0201,68.6,174.6088104248047,0.024313073605298996,68.14682006835938
147.0,0.0195,68.5,168.2810516357422,0.02333756722509861,68.13721466064453
142.0,0.0185,68.2,161.5728302001953,0.022322291508316994,68.12052917480469
154.0,0.0204,68.2,155.12850952148438,0.021368758752942085,68.09162139892578
88.0,0.011200000000000002,68.9,155.47911071777344,0.021492550149559975,68.10116577148438
117.99999999999999,0.015,68.5,135.91993713378906,0.01840498484671116,68.04722595214844
97.00000000000003,0.012299999999999998,68.0,131.69461059570312,0.017712600529193878,68.07804870605469
84.0,0.010599999999999998,68.9,121.37800598144531,0.01610082946717739,68.03734588623047
80.0,0.010000000000000005,68.6,112.90127563476562,0.014734718017280102,68.0507583618164
71.0,0.0092,68.0,105.35494995117188,0.013517635874450207,68.05638122558594
74.99999999999997,0.009699999999999997,68.6,96.47213745117188,0.012119290418922901,68.02068328857422
85.99999999999997,0.011200000000000002,67.8,92.82548522949219,0.011524704284965992,68.05412292480469
82.0,0.0104,68.3,91.49560546875,0.01132389809936285,68.07907104492188
65.0,0.008199999999999999,67.8,90.24159240722656,0.01114687044173479,68.1141586303711
106.0,0.0142,67.1,83.56253051757812,0.010160473175346851,68.06336212158203
70.0,0.008899999999999998,67.4,89.52655029296875,0.011170540936291218,68.12891387939453
58.0,0.007300000000000001,68.2,83.37863159179688,0.010334248654544353,68.05400848388672
51.0,0.006900000000000003,67.2,77.793212890625,0.00955281499773264,68.0088119506836
53.99999999999997,0.0068000000000000005,67.2,70.17404174804688,0.008455283008515835,67.91242980957031
48.0,0.0063,67.4,65.58674621582031,0.0078025939874351025,67.85968017578125
52.0,0.006600000000000002,68.1,61.25694274902344,0.007193538825958967,67.81285858154297
44.99999999999997,0.005400000000000002,69.2,60.39848327636719,0.007090206723660231,67.82952880859375
65.0,0.008,68.4,60.15625,0.007086563389748335,67.87095642089844
51.0,0.0075,67.7,62.899383544921875,0.0074801999144256115,67.94845581054688
49.0,0.0058,67.1,60.22137451171875,0.00712026609107852,67.91828918457031
63.99999999999997,0.008800000000000002,67.5,56.52598571777344,0.00660759536549449,67.86415100097656
38.00000000000003,0.004900000000000002,67.9,58.6787109375,0.006961814593523741,67.90414428710938
33.0,0.004400000000000001,66.9,54.62092590332031,0.006435568910092115,67.84839630126953
40.0,0.0051,68.2,48.92291259765625,0.005626488011330366,67.75739288330078
30.0,0.003699999999999995,69.6,48.91645812988281,0.005652945023030043,67.77337646484375
37.0,0.004900000000000002,68.9,49.4241943359375,0.005784198176115751,67.80980682373047
42.0,0.005600000000000001,68.3,49.74058532714844,0.0058250571601092815,67.84197998046875
38.00000000000003,0.004900000000000002,68.2,49.83418273925781,0.00582273630425334,67.86244201660156
31.0,0.003799999999999998,69.7,48.90278625488281,0.005685414653271437,67.86127471923828
25.0,0.0034000000000000002,68.4,49.81095886230469,0.005858093034476042,67.90111541748047
34.00000000000003,0.004499999999999997,66.4,46.793548583984375,0.005386169534176588,67.86919403076172
50.0,0.006199999999999997,66.7,43.11491394042969,0.0047621834091842175,67.81036376953125
21.99999999999997,0.002899999999999993,67.3,44.52723693847656,0.004950314294546843,67.82733154296875
28.00000000000003,0.003500000000000003,68.9,40.90437316894531,0.004407673608511686,67.77030181884766
34.00000000000003,0.0040000000000000036,69.1,42.426666259765625,0.004648141097277403,67.80854797363281
19.0,0.0025000000000000022,67.6,44.95869445800781,0.005021597724407911,67.86902618408203
27.0,0.003799999999999998,68.1,41.296142578125,0.004396710079163313,67.82283782958984
28.00000000000003,0.0040999999999999995,68.0,41.28642272949219,0.00433500437065959,67.83503723144531
28.00000000000003,0.0032999999999999974,67.8,41.34855651855469,0.004281982313841581,67.84685516357422
33.0,0.004499999999999997,67.8,41.03265380859375,0.004163093399256468,67.85264587402344
33.0,0.0040999999999999995,68.7,41.9664306640625,0.004250999074429274,67.87362670898438
29.0,0.0032000000000000015,66.2,44.19731140136719,0.004580508451908827,67.9181900024414
24.0,0.0039000000000000007,66.8,41.08203125,0.0039685736410319805,67.87300109863281
25.0,0.0039000000000000007,68.2,39.33624267578125,0.003588333260267973,67.84919738769531
33.0,0.0039000000000000007,67.5,40.47035217285156,0.003722968976944685,67.8716812133789
20.00000000000003,0.0030000000000000027,68.3,41.46760559082031,0.003806463908404112,67.89347076416016
21.0,0.002799999999999997,68.0,41.34136962890625,0.0037085781805217266,67.90589141845703
37.0,0.0046,68.7,40.939727783203125,0.0035209241323173046,67.91926574707031
31.0,0.004400000000000001,68.4,44.59983825683594,0.0040930393151938915,67.98148345947266
48.0,0.005699999999999997,67.8,45.81062316894531,0.004227678757160902,68.01331329345703
38.00000000000003,0.004200000000000002,67.2,48.93194580078125,0.004718616139143705,68.06275939941406
39.00000000000003,0.004299999999999998,68.2,48.524200439453125,0.00459755165502429,68.05979919433594
60.0,0.007100000000000002,68.6,50.29154968261719,0.0048888432793319225,68.09087371826172
68.00000000000003,0.0138,66.0,56.56822204589844,0.006000022869557142,68.18609619140625
53.99999999999997,0.0068000000000000005,67.3,60.46270751953125,0.006809912156313658,68.18733215332031
57.00000000000003,0.006999999999999999,69.0,61.07672119140625,0.0070377434603869915,68.17223358154297
89.0,0.010700000000000001,68.6,65.46173095703125,0.007868560962378979,68.24202728271484
61.0,0.0075,68.8,75.31513977050781,0.0095443120226264,68.40685272216797
77.0,0.0091,69.1,76.5177001953125,0.009885639883577824,68.4144058227539
89.0,0.011799999999999998,69.4,81.78572082519531,0.010795521549880505,68.50712585449219
91.0,0.011099999999999999,70.1,89.29899597167969,0.012009595520794392,68.64712524414062
95.0,0.011699999999999999,69.8,96.27635192871094,0.013104931451380253,68.79258728027344
93.99999999999997,0.0125,69.4,101.82398986816406,0.013984532095491886,68.89940643310547
126.0,0.0158,68.5,105.20304870605469,0.014578853733837605,68.94520568847656
147.0,0.0194,69.7,114.73078918457031,0.016014954075217247,69.0846939086914
200.0,0.025200000000000004,69.2,129.9539031982422,0.01811966300010681,69.35922241210938
183.0,0.0236,69.2,157.505615234375,0.021802574396133423,69.77641296386719
161.0,0.0197,68.9,170.38739013671875,0.023707330226898193,69.84230041503906
177.0,0.0221,70.4,170.59188842773438,0.02408769726753235,69.68821716308594
157.0,0.0201,70.1,179.5513153076172,0.025289883837103844,69.75835418701172
158.0,0.0203,70.1,178.72531127929688,0.02535148896276951,69.67041015625
197.0,0.0254,70.1,179.201171875,0.025532355532050133,69.60903930664062
187.0,0.0317,65.7,194.16258239746094,0.027425255626440048,69.7197494506836
244.0,0.0339,66.8,200.14588928222656,0.029265331104397774,69.19839477539062
189.0,0.0261,67.7,227.7583465576172,0.03341301158070564,68.95194244384766
202.0,0.0262,68.5,219.39163208007812,0.032704658806324005,68.6666259765625
247.0,0.0335,68.3,219.6412811279297,0.032838430255651474,68.55274200439453
249.0,0.035,67.4,241.70298767089844,0.03580600768327713,68.50271606445312
254.0,0.0343,67.4,256.44976806640625,0.038157831877470016,68.22264099121094
225.0,0.0295,68.8,265.57879638671875,0.03969189524650574,67.9605941772461
263.0,0.0356,68.2,257.2134704589844,0.038444630801677704,67.9449234008789
265.0,0.0355,68.0,270.6023864746094,0.04023699089884758,67.87489318847656
276.0,0.0364,68.6,278.6331481933594,0.04134463146328926,67.76353454589844
254.0,0.0344,68.6,288.1177978515625,0.04232491925358772,67.79847717285156
296.0,0.0401,67.9,283.6676330566406,0.0416361503303051,67.76566314697266
292.0,0.0413,67.2,301.2002258300781,0.04398490488529205,67.66609191894531
297.0,0.0421,66.9,310.2530822753906,0.04548260197043419,67.40886688232422
304.0,0.0405,68.2,316.6847229003906,0.046639516949653625,67.1484375
362.0,0.0466,69.4,320.5646667480469,0.04656407982110977,67.30160522460938
425.0,0.06,68.1,351.0950012207031,0.04912760853767395,67.80211639404297
486.0,0.0918,64.1,403.5902404785156,0.05567857623100281,67.70703887939453
448.0,0.0634,64.9,459.17828369140625,0.07398078590631485,64.08096313476562
512.0,0.0701,66.7,452.6068420410156,0.0706871747970581,64.68080139160156
506.0,0.0699,67.7,461.75262451171875,0.0726187601685524,64.63690948486328
566.0,0.0785,67.0,465.7416687011719,0.07268194109201431,64.90664672851562
546.0,0.07750000000000001,65.4,475.6251525878906,0.0791313573718071,63.55217361450195
626.0,0.0905,64.9,476.05609130859375,0.08363700658082962,62.26911544799805
568.0,0.087,62.3,478.5295104980469,0.09762319177389145,58.74542236328125
573.0,0.0864,61.8,472.1139221191406,0.10559865832328796,56.360374450683594
415.0,0.1026,52.4,468.33746337890625,0.10966195911169052,55.12773513793945
448.0,0.1602,43.39999999999999,434.80230712890625,0.15042895078659058,44.10773849487305
425.0,0.1896,37.5,406.2605895996094,0.1809188574552536,36.31550979614258
349.0,0.1739,34.1,396.96624755859375,0.18830923736095428,34.15929412841797
401.0,0.18159999999999998,33.2,391.3214111328125,0.19069159030914307,33.19479751586914
447.0,0.1906,33.300000000000004,391.1231994628906,0.1882462501525879,33.447914123535156
417.0,0.20129999999999998,32.8,391.1761474609375,0.18622444570064545,33.67243576049805
426.0,0.236,32.5,386.1544189453125,0.1903844028711319,32.61471939086914
450.0,0.20789999999999997,31.799999999999997,381.8270568847656,0.194729745388031,31.643537521362305
436.0,0.2156,31.799999999999997,383.0409851074219,0.19050292670726776,32.30158996582031
431.0,0.2359,30.999999999999993,380.1012878417969,0.19246964156627655,31.80430793762207
349.0,0.1483,31.9,377.2614440917969,0.19513742625713348,31.24479103088379
423.0,0.2148,32.400000000000006,379.4278564453125,0.18709786236286163,32.4810676574707
