traffic_flow,share,speed,GRU_dual_stage_attention_traffic_flow_pred,GRU_dual_stage_attention_share_pred,GRU_dual_stage_attention_speed_pred
197.0,0.0254,70.1,187.0707550048828,0.02491706609725952,68.90646362304688
187.0,0.0317,65.7,199.6306610107422,0.02638423442840576,68.87201690673828
244.0,0.0339,66.8,206.1178436279297,0.02828817442059517,68.428955078125
189.0,0.0261,67.7,220.0604248046875,0.031401377171278,68.02394104003906
202.0,0.0262,68.5,220.21046447753906,0.030799195170402527,68.19054412841797
247.0,0.0335,68.3,223.10626220703125,0.030584409832954407,68.35089111328125
249.0,0.035,67.4,237.6171417236328,0.03308245167136192,68.03204345703125
254.0,0.0343,67.4,247.8268280029297,0.035569705069065094,67.71965789794922
225.0,0.0295,68.8,256.8884582519531,0.0363372340798378,67.78572082519531
263.0,0.0356,68.2,262.47772216796875,0.035677120089530945,68.10554504394531
265.0,0.0355,68.0,271.2688903808594,0.03661784157156944,68.02227783203125
276.0,0.0364,68.6,281.78985595703125,0.03957424685359001,67.55554962158203
254.0,0.0344,68.6,288.41265869140625,0.040790729224681854,67.59069061279297
296.0,0.0401,67.9,293.0010681152344,0.04122981056571007,67.6703872680664
292.0,0.0413,67.2,308.9032897949219,0.043730784207582474,67.49574279785156
297.0,0.0421,66.9,322.0774230957031,0.04564657434821129,67.37183380126953
304.0,0.0405,68.2,335.36090087890625,0.047726865857839584,67.1354751586914
362.0,0.0466,69.4,350.58843994140625,0.04981036111712456,67.16606903076172
425.0,0.06,68.1,376.6998596191406,0.0535137765109539,67.02410125732422
486.0,0.0918,64.1,423.3777770996094,0.061846401542425156,65.88809967041016
448.0,0.0634,64.9,464.06890869140625,0.07163211703300476,62.07242202758789
512.0,0.0701,66.7,473.1538391113281,0.07040879130363464,63.808841705322266
506.0,0.0699,67.7,495.73748779296875,0.07339952886104584,64.7003173828125
566.0,0.0785,67.0,505.8879699707031,0.07481508702039719,65.10792541503906
546.0,0.07750000000000001,65.4,519.4148559570312,0.07751031965017319,64.95310974121094
626.0,0.0905,64.9,525.0559692382812,0.0781942754983902,64.47604370117188
568.0,0.087,62.3,539.897216796875,0.08171426504850388,64.09307861328125
573.0,0.0864,61.8,537.4544677734375,0.0877077654004097,62.256370544433594
415.0,0.1026,52.4,532.6721801757812,0.09623303264379501,60.18760681152344
448.0,0.1602,43.39999999999999,457.8558349609375,0.15273204445838928,46.023929595947266
425.0,0.1896,37.5,414.3302307128906,0.1761857122182846,38.8148193359375
349.0,0.1739,34.1,386.06109619140625,0.18583421409130096,35.56556701660156
401.0,0.18159999999999998,33.2,374.87261962890625,0.1877407431602478,34.32526397705078
447.0,0.1906,33.300000000000004,373.7742614746094,0.18963269889354706,34.14889144897461
417.0,0.20129999999999998,32.8,372.3213806152344,0.19111783802509308,33.98433303833008
426.0,0.236,32.5,364.4006042480469,0.1927710473537445,33.2839469909668
450.0,0.20789999999999997,31.799999999999997,352.3377685546875,0.19489793479442596,32.56295394897461
436.0,0.2156,31.799999999999997,359.9969787597656,0.19473427534103394,32.92886734008789
431.0,0.2359,30.999999999999993,358.33489990234375,0.19556835293769836,32.7697639465332
349.0,0.1483,31.9,348.9463806152344,0.1967928111553192,32.282344818115234
423.0,0.2148,32.400000000000006,370.5924377441406,0.19147495925426483,33.8903923034668
320.0,0.1382,32.6,356.0396423339844,0.19696974754333496,32.759098052978516
280.0,0.14290000000000003,32.099999999999994,374.55810546875,0.18910326063632965,34.08915710449219
424.0,0.20229999999999998,32.70000000000001,363.650634765625,0.19020551443099976,33.58201217651367
428.0,0.20320000000000005,32.8,359.0282897949219,0.1966557502746582,32.35927200317383
351.0,0.1886,32.2,365.9749450683594,0.19646814465522766,32.37602233886719
421.0,0.2117,33.8,368.2921142578125,0.19592750072479248,32.35928726196289
440.0,0.1774,33.10000000000001,376.4875183105469,0.19415080547332764,32.495880126953125
361.0,0.1494,34.1,391.70062255859375,0.1842840164899826,33.727298736572266
505.00000000000006,0.1759,34.3,389.87689208984375,0.1772129088640213,34.543914794921875
475.0,0.1977,33.2,399.4735107421875,0.16350288689136505,35.177345275878906
424.0,0.1738,32.9,389.7185974121094,0.17167940735816956,33.53632736206055
444.0,0.1753,33.6,393.73297119140625,0.1656181365251541,34.02540588378906
420.0,0.17609999999999998,33.300000000000004,398.4832763671875,0.15828639268875122,34.76921463012695
358.0,0.14149999999999996,33.5,395.301513671875,0.15725558996200562,34.668373107910156
366.0,0.12969999999999998,35.400000000000006,398.7881774902344,0.14194494485855103,35.93566131591797
481.0,0.1434,32.9,391.9440002441406,0.10779798030853271,39.61593246459961
354.0,0.0607,43.8,409.4299621582031,0.10021592676639557,41.37922286987305
404.0,0.0563,54.4,365.7738037109375,0.0585780031979084,57.452693939208984
412.0,0.0566,60.6,364.05889892578125,0.0557577908039093,61.57184982299805
367.0,0.05,64.1,370.0263366699219,0.05537860095500946,63.12419509887695
411.0,0.0561,65.8,367.70068359375,0.05490171164274216,64.0560073852539
409.0,0.0568,65.8,371.5029296875,0.05559173598885536,64.61892700195312
419.0,0.0633,64.2,370.4661865234375,0.05574250966310501,64.85761260986328
408.0,0.0568,65.4,369.98388671875,0.056173235177993774,64.50868225097656
389.0,0.0528,66.2,362.81451416015625,0.05487220361828804,64.97247314453125
367.0,0.0574,64.1,352.8421325683594,0.05311248451471329,65.53419494628906
358.0,0.0469,67.3,342.2623596191406,0.05164164677262306,65.05859375
316.0,0.0429,67.0,326.30816650390625,0.04863664135336876,65.98568725585938
343.0,0.0478,67.2,313.7750549316406,0.04668332263827324,66.51683807373047
336.0,0.046,66.8,314.47674560546875,0.0463671050965786,66.83733367919922
387.0,0.0536,67.1,310.15533447265625,0.04530414938926697,67.09803771972656
405.0,0.0601,65.4,313.4837646484375,0.04521314054727554,67.22500610351562
415.0,0.0578,65.9,319.0670166015625,0.04603585973381996,66.8213882446289
390.0,0.0543,66.1,321.2852783203125,0.04616808146238327,66.7927474975586
338.0,0.0469,66.4,320.56591796875,0.04592999070882797,66.7702407836914
359.0,0.0494,66.9,316.8205261230469,0.04543487727642059,66.69941711425781
352.0,0.0464,67.9,316.98699951171875,0.04539736360311508,66.77314758300781
403.0,0.0535,68.7,313.9547424316406,0.04512927681207657,66.93534851074219
465.0,0.0639,68.1,319.61944580078125,0.045645661652088165,67.27847290039062
468.0,0.0637,68.0,328.7958984375,0.047714389860630035,67.2499771118164
383.0,0.0529,67.6,332.25250244140625,0.04867590591311455,67.13066101074219
317.0,0.0436,67.8,331.7305908203125,0.04813649505376816,67.16858673095703
275.0,0.038,66.9,327.7022705078125,0.04765788093209267,67.13114166259766
364.0,0.0499,66.8,319.942138671875,0.04758872091770172,66.75694274902344
295.0,0.0406,66.7,325.5035400390625,0.04786718264222145,66.85066223144531
356.0,0.0486,67.2,319.6329040527344,0.04786978289484978,66.70914459228516
290.0,0.0392,67.9,324.01385498046875,0.048223741352558136,66.78782653808594
237.0,0.0322,67.7,316.1741027832031,0.04769673943519592,66.8408203125
268.0,0.0363,67.5,301.293701171875,0.04633526876568794,66.9701919555664
329.0,0.0463,66.8,297.9214782714844,0.04541046544909477,67.15901184082031
387.0,0.0516,67.3,302.0780029296875,0.046132348477840424,66.94445037841797
329.0,0.0437,68.2,312.81719970703125,0.04724455997347832,67.07925415039062
296.0,0.0391,69.3,311.807861328125,0.04654572904109955,67.34486389160156
329.0,0.0444,68.3,306.9610290527344,0.04570000246167183,67.5580825805664
340.0,0.0456,68.3,307.56329345703125,0.04582551494240761,67.55067443847656
339.0,0.0461,67.9,311.90533447265625,0.04634448140859604,67.60164642333984
326.0,0.0431,68.2,315.1437072753906,0.04668527469038963,67.53800964355469
295.0,0.0392,68.6,312.69183349609375,0.04640216752886772,67.50164031982422
335.0,0.0451,68.3,309.7821350097656,0.04544204846024513,67.58985137939453
355.0,0.0478,68.2,314.7955322265625,0.045832742005586624,67.54570770263672
356.0,0.0476,69.0,322.2241516113281,0.046394653618335724,67.55752563476562
288.0,0.0384,68.6,327.4696960449219,0.04652025178074837,67.64808654785156
312.0,0.0413,68.8,319.7422790527344,0.04520447552204132,67.50115203857422
347.0,0.0463,68.5,318.5543212890625,0.044344156980514526,67.56068420410156
375.0,0.0502,68.2,324.3734130859375,0.04477536305785179,67.57101440429688
261.0,0.0343,69.2,334.2807312011719,0.04556974023580551,67.6116714477539
342.0,0.0461,68.5,304.0155029296875,0.04304547607898712,67.39097595214844
302.0,0.0398,68.7,308.1463317871094,0.04373042285442352,67.39195251464844
366.0,0.048,68.6,302.3002014160156,0.043166909366846085,67.38488006591797
397.0,0.0552,67.8,314.0473327636719,0.04454951360821724,67.5250015258789
375.0,0.0509,67.3,336.69488525390625,0.04735329747200012,67.54045104980469
429.0,0.0583,67.8,343.39581298828125,0.048601873219013214,67.32201385498047
455.0,0.06,68.0,360.0903015136719,0.050433266907930374,67.52458190917969
337.0,0.0446,68.8,374.5452575683594,0.051873646676540375,67.84624481201172
449.0,0.0614,67.9,361.51153564453125,0.05086104944348335,67.49052429199219
384.0,0.0513,67.9,380.0615234375,0.0526808425784111,67.76322937011719
340.0,0.0457,68.0,377.20758056640625,0.053077809512615204,67.4111328125
347.0,0.0471,67.6,364.632080078125,0.052042145282030106,67.03556060791016
352.0,0.0491,66.6,359.14178466796875,0.05172070115804672,66.7448959350586
400.0,0.053099999999999994,67.8,357.8175354003906,0.05194942280650139,66.40264892578125
384.0,0.0512,67.7,367.69842529296875,0.052937544882297516,66.5775375366211
426.0,0.0579,67.9,368.9431457519531,0.0530746690928936,66.57758331298828
440.0,0.0601,67.8,383.95697021484375,0.054614871740341187,66.79421997070312
412.0,0.0578,66.5,395.1075134277344,0.05599094182252884,66.90609741210938
369.0,0.0496,67.3,398.2222900390625,0.05711250752210617,66.43334197998047
384.0,0.0509,67.9,385.5746765136719,0.055864088237285614,66.22789001464844
429.0,0.05850000000000001,67.7,380.7704162597656,0.055247675627470016,66.28160858154297
387.0,0.0527,67.5,397.2431640625,0.057079292833805084,66.35459899902344
452.0,0.061,67.7,389.9310302734375,0.056319329887628555,66.24888610839844
399.0,0.0538,67.8,406.9031066894531,0.05809370428323746,66.48692321777344
414.0,0.0568,67.1,402.33453369140625,0.05746657773852348,66.49810028076172
425.0,0.057999999999999996,66.9,403.30596923828125,0.05781311169266701,66.32837677001953
455.0,0.0613,66.3,407.1017150878906,0.05851265788078308,66.19750213623047
451.0,0.0594,66.2,416.1061706542969,0.05992210656404495,65.96916961669922
380.0,0.051,66.7,420.3771667480469,0.06051335856318474,65.89659118652344
437.0,0.06180000000000001,65.7,402.0617370605469,0.058685995638370514,65.59083557128906
387.0,0.0527,66.1,413.7568664550781,0.0606640949845314,65.18558502197266
413.0,0.0573,65.4,397.69970703125,0.05872214958071709,65.16777801513672
460.0,0.0664,64.0,399.18157958984375,0.059247199445962906,64.8724136352539
467.0,0.0645,65.0,416.2060546875,0.06275911629199982,64.01972961425781
338.0,0.0465,65.3,420.0325622558594,0.06342974305152893,64.00940704345703
311.0,0.0433,64.4,386.11669921875,0.05835520476102829,64.38658142089844
489.0,0.0678,65.7,360.3857116699219,0.05465807765722275,64.6329574584961
457.0,0.0648,65.6,402.9909362792969,0.06033044680953026,64.2468490600586
495.0,0.071,65.2,413.3743591308594,0.061924614012241364,64.0868911743164
436.0,0.0626,65.2,426.89202880859375,0.06425818055868149,63.842124938964844
465.0,0.0668,65.0,416.177978515625,0.06292113661766052,63.8074836730957
444.0,0.0628,65.5,420.8672180175781,0.0638747364282608,63.669189453125
445.0,0.0624,65.9,418.6497497558594,0.06347768753767014,63.68181228637695
357.0,0.049,66.5,416.5796203613281,0.06261789053678513,63.93330001831055
465.0,0.0666,65.7,390.83673095703125,0.05841825529932976,64.5372085571289
505.00000000000006,0.0711,65.5,412.37689208984375,0.06143498420715332,64.27708435058594
475.0,0.0655,66.1,426.4794616699219,0.0637204498052597,64.20336151123047
372.0,0.0523,66.2,426.0859680175781,0.06342022866010666,64.32926940917969
457.0,0.0631,66.5,401.8368835449219,0.060023777186870575,64.36263275146484
382.0,0.0532,66.4,414.01171875,0.06108872964978218,64.68002319335938
301.0,0.0413,66.8,394.7740478515625,0.058487944304943085,64.72010040283203
423.0,0.0605,66.1,359.0796813964844,0.053615763783454895,65.19242858886719
406.0,0.06,64.7,380.46337890625,0.05614728108048439,64.87052917480469
348.0,0.0481,66.0,385.1319580078125,0.05733243376016617,64.30416870117188
351.0,0.0496,66.0,364.16363525390625,0.0543680302798748,64.7101058959961
352.0,0.0494,65.7,354.4971618652344,0.05308104678988457,64.85189056396484
452.0,0.0636,66.0,347.7118225097656,0.05202113091945648,65.02720642089844
356.0,0.0508,65.6,377.0889587402344,0.055441346019506454,64.98165130615234
341.0,0.0503,64.1,359.0281066894531,0.053437069058418274,64.90312957763672
408.0,0.0569,65.2,349.5894470214844,0.05298434942960739,64.48548889160156
285.0,0.0391,66.8,361.87677001953125,0.05398914963006973,64.625
306.0,0.0471,65.0,325.5457458496094,0.049045007675886154,65.41339111328125
293.0,0.0391,67.4,318.6031494140625,0.04848150536417961,65.08827209472656
276.0,0.0371,67.9,300.7707824707031,0.045064691454172134,66.00457000732422
283.0,0.0382,68.6,287.5718994140625,0.042860500514507294,66.62273406982422
307.0,0.0417,69.3,280.2771301269531,0.04139687493443489,67.04747009277344
266.0,0.0365,68.3,279.8231506347656,0.04084153473377228,67.39615631103516
283.0,0.0368,69.6,268.7211608886719,0.03946492448449135,67.49283599853516
276.0,0.0368,69.3,265.0335388183594,0.03859272599220276,67.82856750488281
266.0,0.0363,68.8,259.31536865234375,0.03759106248617172,67.94449615478516
245.0,0.0329,68.8,253.20294189453125,0.03674369305372238,67.90126037597656
192.0,0.0271,68.2,244.8089141845703,0.03545723482966423,67.95575714111328
272.0,0.0367,68.5,230.3345947265625,0.033656761050224304,67.8915023803711
239.0,0.032,68.6,233.04132080078125,0.033688854426145554,67.8812255859375
278.0,0.0374,67.9,227.95103454589844,0.03293641284108162,67.85649871826172
303.0,0.0404,68.5,230.74139404296875,0.03346676379442215,67.6875228881836
296.0,0.039,69.3,237.0825653076172,0.03435266762971878,67.65142059326172
281.0,0.0373,69.5,238.92892456054688,0.03450380638241768,67.72138977050781
254.0,0.0342,69.4,238.8042449951172,0.034216463565826416,67.78642272949219
204.0,0.0274,68.3,235.06883239746094,0.0337798185646534,67.74227142333984
200.0,0.0266,69.1,226.8240203857422,0.032829590141773224,67.58812713623047
219.0,0.0298,67.9,219.52818298339844,0.031410422176122665,67.66228485107422
257.0,0.0338,68.3,217.86322021484375,0.031186847016215324,67.60205078125
250.0,0.0327,69.0,219.38758850097656,0.03152882307767868,67.56831359863281
218.0,0.0289,68.9,219.03221130371094,0.031312257051467896,67.638427734375
209.0,0.0273,68.4,214.0953826904297,0.03057270497083664,67.66478729248047
230.0,0.030600000000000002,67.9,209.83177185058594,0.030090074986219406,67.61676025390625
216.0,0.028999999999999998,68.1,210.9002227783203,0.030323397368192673,67.56356811523438
227.0,0.0305,67.9,208.38267517089844,0.02992546744644642,67.57992553710938
205.0,0.0268,68.2,209.4540557861328,0.030057409778237343,67.55442810058594
220.0,0.0282,68.8,205.03941345214844,0.029302634298801422,67.61207580566406
230.0,0.0315,67.4,204.24649047851562,0.029018446803092957,67.68766784667969
186.0,0.023100000000000002,68.6,206.87136840820312,0.02955200895667076,67.62977600097656
203.0,0.0259,69.3,199.0388641357422,0.028055895119905472,67.75830841064453
232.0,0.0303,69.0,197.5491485595703,0.027924738824367523,67.79348754882812
149.0,0.018999999999999996,68.7,199.57296752929688,0.028056345880031586,67.86136627197266
210.0,0.0281,68.5,190.7210235595703,0.026315581053495407,67.9820556640625
175.0,0.0219,68.5,192.7271728515625,0.026405200362205505,68.00312805175781
188.0,0.0254,67.6,187.3175048828125,0.025745145976543427,68.02938842773438
209.0,0.0264,68.1,186.10675048828125,0.02535500004887581,68.03358459472656
197.0,0.025299999999999996,68.2,186.38824462890625,0.025383735075592995,68.03631591796875
190.0,0.024799999999999996,68.7,185.86492919921875,0.025793759152293205,67.9305648803711
205.0,0.026299999999999997,68.5,184.1610565185547,0.025214780122041702,67.97325134277344
189.0,0.025200000000000004,68.6,184.4543914794922,0.025293312966823578,67.99588012695312
222.0,0.0289,67.7,181.3231658935547,0.024954169988632202,67.99112701416016
186.0,0.023800000000000005,68.1,184.78440856933594,0.02579592354595661,67.91434478759766
216.0,0.0273,69.0,180.70811462402344,0.025488469749689102,67.8712158203125
237.0,0.0298,68.8,183.8602294921875,0.02520931512117386,67.96473693847656
133.0,0.0168,69.2,188.1759796142578,0.025768529623746872,67.98304748535156
129.0,0.0163,68.1,174.55770874023438,0.023787688463926315,68.03120422363281
135.0,0.016700000000000003,69.0,164.3618621826172,0.021852698177099228,68.11227416992188
116.00000000000003,0.014699999999999998,68.4,158.08340454101562,0.021272601559758186,68.07891845703125
111.0,0.014100000000000001,68.2,146.48426818847656,0.020018810406327248,68.1158218383789
97.00000000000003,0.012299999999999998,68.8,138.5537109375,0.01908942312002182,68.10092163085938
92.0,0.011999999999999997,67.9,130.34654235839844,0.018497178331017494,68.0545654296875
79.0,0.0102,68.0,122.96205139160156,0.01797306537628174,67.97686767578125
85.99999999999997,0.011000000000000003,68.8,115.80029296875,0.017017588019371033,67.98566436767578
89.0,0.0114,67.9,108.82511901855469,0.016472771763801575,67.95475006103516
96.0,0.011600000000000003,68.4,104.60870361328125,0.01608516089618206,67.89676666259766
70.0,0.008599999999999997,68.0,100.8995361328125,0.01562237087637186,67.89762115478516
60.0,0.007900000000000004,68.1,95.35163879394531,0.01475513819605112,67.89990234375
67.0,0.0087,66.6,89.894287109375,0.013822243548929691,67.88871002197266
71.0,0.008199999999999999,66.7,84.90798950195312,0.013987052254378796,67.6969985961914
65.0,0.008099999999999996,68.1,80.77815246582031,0.01356987003237009,67.65333557128906
78.0,0.009699999999999997,67.2,76.63368225097656,0.013539698906242847,67.5595474243164
33.0,0.0040000000000000036,68.7,74.32395935058594,0.013890414498746395,67.45679473876953
63.0,0.007600000000000003,68.4,67.96884155273438,0.01266442146152258,67.49580383300781
50.0,0.0059000000000000025,66.3,65.06382751464844,0.012249286286532879,67.51825714111328
41.0,0.005600000000000001,67.9,61.64244079589844,0.01141222845762968,67.5174789428711
53.0,0.006999999999999999,68.7,58.99285888671875,0.010493618436157703,67.56748962402344
49.0,0.006199999999999997,67.2,56.67582702636719,0.010172349400818348,67.59049224853516
52.0,0.006100000000000001,67.9,54.603546142578125,0.01005637552589178,67.50116729736328
61.0,0.007199999999999998,67.2,51.88056945800781,0.010030134581029415,67.44140625
65.0,0.008199999999999999,68.8,50.99903869628906,0.010097126476466656,67.41175079345703
40.0,0.0049999999999999975,67.1,50.295196533203125,0.009698591195046902,67.49154663085938
53.99999999999997,0.006400000000000003,67.5,47.699676513671875,0.009067411534488201,67.44969177246094
37.0,0.004400000000000001,68.5,46.37239074707031,0.008987638168036938,67.40589904785156
44.00000000000003,0.0049999999999999975,68.9,44.43702697753906,0.008392552845180035,67.43521881103516
41.0,0.004900000000000002,66.5,43.635101318359375,0.00842184480279684,67.45247650146484
39.00000000000003,0.004499999999999997,67.8,42.06153869628906,0.007973830215632915,67.4085922241211
42.0,0.0051,68.1,40.31620788574219,0.007783282082527876,67.3896713256836
55.0,0.006199999999999997,67.1,39.90293884277344,0.007852922193706036,67.38257598876953
33.0,0.0040999999999999995,68.7,40.45306396484375,0.007988705299794674,67.41848754882812
33.0,0.004299999999999998,69.5,38.440093994140625,0.0074533442966639996,67.43305969238281
49.0,0.006199999999999997,66.0,37.8822021484375,0.007579266559332609,67.42852020263672
34.99999999999997,0.0046,67.7,37.78324890136719,0.00695251626893878,67.45882415771484
37.0,0.004900000000000002,66.5,36.29443359375,0.006746876519173384,67.43358612060547
28.00000000000003,0.0032999999999999974,67.3,35.99256896972656,0.0062544378452003,67.45635223388672
34.99999999999997,0.004400000000000001,68.2,34.82069396972656,0.005670792888849974,67.46759033203125
37.0,0.0049999999999999975,68.6,34.89378356933594,0.005805603694170713,67.49210357666016
44.00000000000003,0.0049999999999999975,67.4,36.09539794921875,0.006134818773716688,67.58140563964844
31.0,0.004200000000000002,67.8,36.474334716796875,0.006184111814945936,67.5915756225586
39.00000000000003,0.004900000000000002,68.0,35.48536682128906,0.005816932301968336,67.58515930175781
40.0,0.0046,66.0,36.696380615234375,0.006180911790579557,67.6384048461914
34.99999999999997,0.0040999999999999995,68.0,37.20350646972656,0.006596419494599104,67.5725326538086
36.0,0.004299999999999998,67.3,38.18841552734375,0.006676245015114546,67.64337921142578
38.00000000000003,0.0040000000000000036,66.9,38.59825134277344,0.00725015951320529,67.62387084960938
43.0,0.004700000000000003,67.8,39.5921630859375,0.007961655966937542,67.5870361328125
37.0,0.004200000000000002,67.9,43.70440673828125,0.008141557686030865,67.70813751220703
47.0,0.005400000000000002,68.4,46.20135498046875,0.008370212279260159,67.76610565185547
42.0,0.0051,68.0,48.51947021484375,0.00886742677539587,67.8271255493164
42.0,0.005199999999999996,68.2,50.905426025390625,0.008913311176002026,67.83272552490234
57.00000000000003,0.006900000000000003,68.0,53.62469482421875,0.009194613434374332,67.87370300292969
53.99999999999997,0.007100000000000002,69.0,58.21002197265625,0.010055969469249249,67.89028930664062
63.99999999999997,0.007900000000000004,68.4,63.87060546875,0.0105430381372571,67.99646759033203
73.00000000000006,0.008599999999999997,68.4,68.20822143554688,0.01100511010736227,68.06529235839844
63.0,0.007199999999999998,69.6,74.29435729980469,0.012087871320545673,68.11097717285156
63.99999999999997,0.007400000000000004,69.0,78.28364562988281,0.012074998579919338,68.22566223144531
93.0,0.011200000000000002,69.3,80.67207336425781,0.012266642414033413,68.26788330078125
77.0,0.0093,69.4,95.12846374511719,0.01410225871950388,68.33085632324219
74.0,0.008599999999999997,69.4,97.36753845214844,0.014315241016447544,68.34468078613281
99.0,0.011999999999999997,70.0,98.96133422851562,0.013822260312736034,68.4469985961914
90.0,0.011200000000000002,69.9,110.37451171875,0.015224128030240536,68.58521270751953
117.0,0.014699999999999998,69.8,112.48231506347656,0.015796270221471786,68.56295776367188
111.0,0.013700000000000004,69.7,124.7253646850586,0.01680588722229004,68.72877502441406
153.0,0.0194,70.3,129.8175048828125,0.018356358632445335,68.58094024658203
156.0,0.0196,69.4,143.8253631591797,0.019658515229821205,68.79596710205078
181.0,0.0221,69.5,157.96511840820312,0.020881451666355133,68.8466796875
165.0,0.0205,69.9,168.96005249023438,0.022989409044384956,68.79029083251953
133.0,0.0163,69.4,171.8406219482422,0.023266425356268883,68.89949035644531
174.0,0.0221,70.3,167.98553466796875,0.022075390443205833,69.00300598144531
197.0,0.0246,69.3,178.8863067626953,0.023649172857403755,69.04402923583984
185.0,0.023800000000000005,69.5,190.6320037841797,0.024882500991225243,69.06951904296875
215.0,0.0277,69.9,194.70071411132812,0.025940652936697006,68.98123931884766
210.0,0.0271,69.7,208.2920684814453,0.027554312720894814,68.90507507324219
195.0,0.025200000000000004,69.0,216.17112731933594,0.028484899550676346,68.94853973388672
227.0,0.0292,69.7,216.0800018310547,0.029319824650883675,68.76944732666016
226.0,0.0303,68.9,226.13034057617188,0.030541960150003433,68.8100357055664
265.0,0.036000000000000004,68.6,236.72715759277344,0.031244339421391487,68.82782745361328
242.0,0.0321,68.7,252.76898193359375,0.034243084490299225,68.5716781616211
266.0,0.0344,68.9,258.4554443359375,0.03489527851343155,68.60227966308594
212.0,0.0267,70.2,269.4331970214844,0.03572971746325493,68.72586059570312
233.0,0.0314,69.6,261.5956115722656,0.035681694746017456,68.6580810546875
267.0,0.036000000000000004,69.2,267.24322509765625,0.03634463995695114,68.71544647216797
250.0,0.0334,68.3,282.379150390625,0.03674884885549545,68.94703674316406
297.0,0.0415,67.7,285.1859130859375,0.03835567831993103,68.61832427978516
298.0,0.0398,68.4,305.4921569824219,0.0411313995718956,68.49979400634766
259.0,0.0351,68.4,316.1322326660156,0.04309775307774544,68.47494506835938
299.0,0.0416,68.0,316.2986145019531,0.043025992810726166,68.53433227539062
384.0,0.0515,68.3,335.0823059082031,0.04600195959210396,68.36283111572266
395.0,0.0538,68.3,378.72021484375,0.05265449360013008,68.07238006591797
425.0,0.05840000000000001,68.1,416.37371826171875,0.059893351048231125,67.38219451904297
491.0,0.0692,67.2,444.9825744628906,0.06427169591188431,67.32905578613281
417.0,0.0563,68.6,479.25537109375,0.07005275040864944,67.15351867675781
469.0,0.0625,68.1,477.80419921875,0.07045284658670425,67.16903686523438
416.0,0.0576,67.9,490.4380187988281,0.07239027321338654,67.27497100830078
498.0,0.0698,66.6,488.7762756347656,0.07259993255138397,67.10363006591797
484.0,0.0698,65.6,506.16766357421875,0.0754268690943718,66.45441436767578
487.0,0.0711,64.4,513.3982543945312,0.07626188546419144,65.62242889404297
551.0,0.08560000000000001,62.2,518.1172485351562,0.07696462422609329,64.5981674194336
475.0,0.1116,53.2,532.1585693359375,0.08346797525882721,63.17205047607422
507.0,0.17909999999999998,45.1,474.647705078125,0.14039957523345947,49.08854675292969
336.0,0.13530000000000003,39.0,419.402587890625,0.175350621342659,38.9675407409668
426.0,0.17009999999999997,37.2,398.7996520996094,0.17924636602401733,37.33970642089844
456.0,0.2001,36.3,389.930908203125,0.18479664623737335,35.764251708984375
464.0,0.19129999999999997,34.5,379.2297058105469,0.18869343400001526,34.50722122192383
378.0,0.1374,35.1,377.2923889160156,0.18972031772136688,34.39952087402344
432.0,0.16959999999999997,35.0,386.0597229003906,0.18657666444778442,35.36064910888672
405.0,0.185,32.9,379.64117431640625,0.1897781938314438,34.48312759399414
391.0,0.18119999999999997,32.8,368.4529113769531,0.19204646348953247,33.65565872192383
438.0,0.20529999999999998,33.300000000000004,366.2680358886719,0.19279268383979797,33.46520233154297
368.0,0.18269999999999997,31.4,362.478515625,0.19443605840206146,33.10749816894531
412.0,0.2217,31.1,362.4436340332031,0.19385679066181183,33.18782043457031
433.0,0.18480000000000002,33.2,356.80975341796875,0.1959744393825531,32.60060119628906
301.0,0.1392,32.5,374.0359802246094,0.19284047186374664,33.71174621582031
362.0,0.19469999999999998,32.70000000000001,380.3469543457031,0.18632233142852783,34.43247604370117
456.0,0.19469999999999998,34.1,366.62237548828125,0.19473251700401306,32.810401916503906
348.0,0.14600000000000002,32.5,383.6727600097656,0.19019074738025665,33.55956268310547
430.00000000000006,0.1584,34.8,390.994140625,0.1815638244152069,34.832984924316406
394.0,0.1388,36.2,401.71270751953125,0.1734555959701538,35.628257751464844
355.0,0.05,51.10000000000001,398.2588195800781,0.1617162525653839,36.407039642333984
353.0,0.0489,59.3,357.11309814453125,0.04860631749033928,58.25971984863281
396.0,0.0553,63.1,347.3361511230469,0.04930639639496803,61.695289611816406
289.0,0.0406,64.8,356.8595886230469,0.05040896683931351,63.429931640625
424.0,0.06,65.9,344.1600341796875,0.0484146773815155,64.37264251708984
368.0,0.0507,66.7,366.54461669921875,0.051381099969148636,64.89403533935547
399.0,0.0559,66.7,366.9598693847656,0.05120689794421196,65.62849426269531
395.0,0.054000000000000006,67.5,374.4691467285156,0.05261897295713425,65.7773666381836
408.0,0.0564,67.2,376.5146179199219,0.05277062952518463,66.27851867675781
381.0,0.0507,68.4,381.3351745605469,0.05382483825087547,66.45378875732422
333.0,0.0452,68.2,378.6053466796875,0.053210947662591934,66.98975372314453
324.0,0.0438,68.2,367.9101257324219,0.05174675211310387,67.33265686035156
382.0,0.0519,68.3,359.9720153808594,0.050971098244190216,67.50159454345703
431.0,0.09009999999999999,59.8,362.9791259765625,0.05153680592775345,67.57112121582031
355.0,0.0496,63.4,384.8885803222656,0.05939098075032234,64.11605072021484
309.0,0.0422,65.5,371.98822021484375,0.05648919939994812,64.5237045288086
347.0,0.0478,66.4,353.0672912597656,0.052833441644907,65.45526123046875
